date,Los Angeles,New York,San Diego,Dallas,San Francisco,Boston,Atlanta,Miami,Tampa,Honolulu,U.S.
2022-02-06,-8.51175,-2.5932500000000003,-9.293333333333333,2.5809166666666665,-20.149166666666666,1.2012500000000008,5.695,5.59485,7.947499999999999,10.162500000000001,6.436766666666667
2022-01-30,-8.79175,-2.2024166666666667,-9.179166666666665,3.4875,-19.264166666666668,0.5729166666666674,5.070833333333334,5.4948500000000005,7.228333333333333,9.716666666666669,6.4526
2022-01-23,-9.885,-2.47325,-9.977500000000001,2.8066666666666666,-20.055833333333332,-0.6612499999999993,3.9058333333333333,4.046516666666666,6.735833333333333,8.379833333333336,5.656766666666666
2022-01-16,-9.368333333333334,-2.4549166666666666,-9.308333333333334,3.395,-19.789166666666667,-0.6570833333333327,4.180833333333334,3.72985,6.4025,8.002333333333333,5.976766666666666
2022-01-09,-9.1575,-3.1125,-9.221666666666668,3.395,-19.639166666666664,-1.727916666666666,5.009166666666666,3.838183333333333,6.068333333333333,7.424,6.193433333333333
2022-01-02,-8.445,-3.401666666666667,-8.665000000000001,3.895833333333333,-19.439166666666665,-0.8370833333333327,5.931666666666667,4.52,6.314166666666667,7.140666666666667,6.666666666666667
2021-12-26,-8.304166666666667,-4.651666666666667,-9.0375,4.689166666666667,-20.180833333333332,-1.2482499999999994,6.863333333333334,6.334166666666667,7.836666666666665,6.204000000000001,6.705
2021-12-19,-7.654166666666666,-3.969166666666667,-8.3625,6.0275,-20.322499999999998,-2.1224166666666657,8.515833333333333,7.575,8.941666666666666,6.424833333333334,7.677499999999999
2021-12-12,-8.310833333333333,-4.3341666666666665,-9.036666666666667,4.931666666666667,-21.289166666666667,-2.729916666666666,8.1225,7.104166666666665,8.239166666666666,5.173500000000001,7.123333333333333
2021-12-05,-8.643333333333334,-4.380833333333333,-8.97,4.821666666666666,-22.555833333333332,-3.4691666666666654,7.0233333333333325,7.030833333333334,8.0125,3.9726666666666666,6.829166666666667
2021-11-28,-8.150833333333333,-3.7019166666666665,-8.941666666666666,4.9541666666666675,-22.814166666666665,-4.506666666666667,6.9816666666666665,7.383333333333334,8.248333333333333,4.131,6.860833333333334
2021-11-21,-8.699166666666667,-4.971916666666667,-9.569166666666666,3.8041666666666663,-24.731666666666666,-4.039166666666666,5.594166666666666,7.166666666666667,8.381666666666664,4.536833333333334,6.0424999999999995
2021-11-14,-8.9525,-5.0560833333333335,-10.041666666666666,3.96675,-24.99,-4.9241666666666655,4.934583333333333,6.92,8.258333333333333,6.816,5.5024999999999995
2021-11-07,-9.099166666666667,-5.100250000000001,-10.348333333333333,3.347583333333333,-26.158333333333335,-5.480833333333333,4.547916666666666,6.5633333333333335,7.721583333333333,8.486833333333333,5.046666666666667
2021-10-31,-8.737499999999999,-5.01275,-10.139999999999999,3.845916666666666,-25.98333333333333,-4.794999999999999,4.361750000000001,6.7525,7.690749999999999,9.323666666666668,5.222499999999999
2021-10-24,-9.235833333333334,-4.649416666666667,-10.800833333333333,3.400083333333333,-26.058333333333334,-5.363666666666666,3.5000833333333334,6.288333333333333,7.177416666666665,9.505333333333333,4.720833333333333
2021-10-17,-9.066666666666666,-3.6452500000000008,-10.593333333333332,3.6992499999999997,-26.108333333333334,-4.6045,2.82925,5.7475,7.578249999999999,10.342,4.744166666666666
2021-10-10,-8.678333333333335,-3.2327500000000002,-10.641666666666666,4.322583333333333,-26.674999999999997,-4.524499999999999,2.0716666666666663,5.701666666666666,7.405749999999999,10.223666666666666,4.803333333333334
2021-10-03,-8.2675,-2.9302500000000005,-10.3625,5.120916666666667,-26.575,-3.181166666666666,1.975,6.395833333333332,7.81825,11.193666666666667,4.9525
2021-09-26,-7.86,-3.0552500000000005,-10.046666666666667,5.3384166666666655,-26.766666666666666,-1.9578333333333326,1.6233333333333333,6.592499999999999,7.899916666666666,11.523666666666667,5.210833333333333
2021-09-19,-7.941666666666667,-3.521916666666667,-10.396666666666667,5.188416666666667,-26.416666666666664,-0.03366666666666589,0.35999999999999976,6.1241666666666665,7.117916666666667,12.066666666666666,4.92925
2021-09-12,-7.784166666666667,-3.8819166666666667,-9.922500000000001,5.422583333333333,-25.5,0.5063333333333341,0.8308333333333332,6.535833333333334,7.414583333333333,13.409166666666666,5.0417499999999995
2021-09-05,-8.136666666666667,-4.823333333333333,-10.153333333333332,5.44675,-25.575,0.6246666666666674,-0.06750000000000025,6.879166666666666,7.048749999999999,13.409166666666666,4.755916666666666
2021-08-29,-7.834166666666667,-4.7058333333333335,-10.178333333333335,6.704249999999999,-25.074999999999996,2.4105000000000003,0.6299999999999998,6.6625000000000005,6.402916666666665,13.713333333333333,5.045083333333333
2021-08-22,-7.600833333333333,-4.419583333333333,-10.178333333333335,7.184166666666666,-25.441666666666666,3.2121666666666675,0.8737499999999997,7.0225,6.7037499999999985,12.588333333333331,5.280916666666666
