date,Atlanta,Boston,Dallas,Honolulu,Los Angeles,Miami,New York,San Diego,San Francisco,Tampa,U.S.
2023-02-01,-2.4794628455681034,-7.211247587127501,3.4455460474233757,-13.551171393341555,-7.025863464215199,0.7440558995842617,-5.545315380049365,-4.79219229200345,-16.903934536486943,0.36178502439183635,-3.3371788250713075
2023-01-01,-3.5675930287329294,-8.043399775780491,3.8106218048876705,-15.12393971835625,-7.827890520151282,0.482456494203265,-6.191586594064724,-5.2341387420960945,-17.439726112153775,0.7054143055346573,-3.874298051862446
2022-12-01,-2.7573460777358783,-8.378121151046914,-0.4753815082426227,-16.1589728911968,-7.784722721140569,-0.5639505458752025,-6.6867740873918,-3.2929283757812344,-16.41068244448046,-0.17828281986770333,-4.70983279848639
2022-11-01,-2.9156809021965824,-8.227983715448895,0.05045298001622456,-15.395760887564169,-7.656306634642574,-0.286068232571024,-6.464742589230788,-3.5132045960416303,-16.586460692332583,-0.2224712710971355,-4.593055706504224
2022-10-01,-3.5674616138516857,-7.977271461199931,-0.09003008322292505,-14.313281315546611,-7.780272820988198,0.271655089980527,-6.677003585618757,-3.693395516774489,-16.24535579424776,0.6240329190117411,-4.936584949612399
2022-09-01,-3.8717319728018063,-8.836464678063416,-0.7015166746798362,-15.13645587443575,-8.114955553072978,0.28081334370877453,-7.204518169262853,-4.196748870510181,-16.484919143290753,-0.6229842132065899,-5.201517688084389
2022-08-01,-3.704010454051865,-7.617776591485381,-0.8663259118080191,-15.282296256640448,-7.846872409615502,-0.5171072118884457,-6.950198598165292,-4.973225644211709,-16.704636290967223,-1.0884467480354432,-5.277517869502269
2022-07-01,-3.1056128967032137,-7.933382994572735,-0.7057976233345364,-16.261705375190793,-7.793478001574439,0.1011544988672286,-7.5530338831210635,-5.806243398662126,-16.968246497701855,-0.7793644408688682,-5.270481152694318
2022-06-01,-3.7498967539440042,-9.467819067257487,-0.9991271163820814,-17.71850636027903,-8.514342924302444,0.03856283691201501,-8.500603584630051,-5.820512063313943,-17.02575878594249,0.5087742710349064,-5.7824738259622865
2022-05-01,-5.200494936070754,-11.009804364523557,-0.9694937493166189,-18.459889520982763,-9.16640557765448,-1.1608954794586235,-10.224928294671166,-6.617679738077953,-17.837457958937808,-1.5456377584189274,-6.574999532878856
2022-04-01,-5.7425374866533545,-11.456617818097236,-0.9873123001429396,-19.44090441932168,-9.451098802215597,-1.6069181889124207,-12.015742818705533,-7.274029209493826,-18.21368863670906,-2.1505376344086002,-7.087680844377742
2022-03-01,NA,-13.116202199806237,-1.8137757200876625,-22.38599910667154,-10.799063186691793,-3.78896389088923,-13.47290047352402,-8.689985768856268,-20.453347924773023,-4.03271337086445,-7.9508470051608215
2022-02-01,NA,-14.45706767567152,-2.4239454141063876,-22.063296341964655,-11.316884083773026,-4.376892930674026,-14.637758130525791,-9.601003157528964,-21.33270831847225,-3.8895982712896626,-8.473066035261933
2022-01-01,NA,-15.861629961806678,-3.0225573034389663,-23.210903401136463,-12.655252348611167,-5.206980290280683,-16.255728030307772,-10.259034120414212,-21.916183719347448,-3.583905855607372,-9.542763073388516
2021-12-01,NA,-14.131489568170796,-4.594139391774155,-23.12221449891646,-11.89980123093134,-5.678869528193509,-14.890964039115872,-8.212648113678666,-20.17952666558599,-2.9958178516087064,-8.824937654390785
2021-11-01,NA,-14.664480487418597,-5.478169946110367,-23.04603411160788,-12.597336902187116,-5.341570359745063,-15.30523489282002,-9.04469710641882,-21.11573924296344,-3.6314671394878095,-9.157043305585388
2021-10-01,NA,-14.997307485191168,-5.843171986737028,-23.395419078781778,-12.938219711196531,-5.176492222305806,-16.068962593274538,-9.6554836768467,-22.008726551190026,-2.851507371070039,-9.54568132721143
2021-09-01,NA,-17.515595384870174,-7.397613532059966,-22.55352631796911,-14.856604797395423,-5.622187637446285,-18.91968334301197,-10.969184816054511,-24.36957898228087,-4.252249193685287,-10.91017421246171
2021-08-01,NA,-17.444726188887405,-7.117589303762739,-22.24189762385208,-15.372138621437227,-6.032917472031862,-19.689673780029317,-12.186029999112458,-25.188848920863304,-4.959036950342755,-11.134882396604006
2021-07-01,NA,-18.16271150367138,-6.799423838674834,-22.61045336413514,-16.567402730619673,-5.682207676038087,-21.292121964159904,-14.229550522239176,-26.46225328700319,-3.600160901045857,-11.481668589679096
2021-06-01,-11.235006378311907,-23.2703022857895,-7.928091703277285,-26.089454247025035,-20.653098696889238,-8.499413352587403,-24.870279723301824,-17.891208693854654,-31.159145367412144,-5.009341429238678,-14.195714772115808
2021-05-01,-13.877457495073553,-27.803731983915426,-9.839268141560664,-29.087311402423943,-24.27374290598019,-12.573304996724243,-28.884001645744593,-21.341906045836357,-34.905878218964915,-8.771616174749708,-17.07471494830766
2021-04-01,-15.521099299011187,-31.493835775761802,-11.63333873653497,-31.26413155190133,-27.413865504209245,-14.318931056998618,-32.64205434066317,-25.120463055509965,-38.360605907087496,-11.433422265340775,-19.468535319626167
2021-03-01,-17.199348685740866,-36.971182158393646,-13.735330855129801,-36.75640557112113,-33.99844935704558,-16.79315011039274,-37.70874877297394,-32.14141262826754,-44.73897535667963,-13.437000951720357,-22.751134097373026
2021-02-01,-17.54660714955549,-40.08969643423062,-16.71202925321371,-38.65598027127004,-38.73409833942964,-18.34304474669507,-41.742322471804805,-37.4733725128794,-49.872109730869965,-13.780571653079265,-25.668722676462252
2021-01-01,-18.63777673104098,-42.89908222015315,-16.2634061983283,-39.75953224079717,-54.966855097807965,-20.030819127221676,-45.532292649991554,-55.7931392613862,-60.09033349145132,-14.542901559600818,-30.44043911336499
2020-12-01,-18.934585371317624,-38.80304557160452,-17.98429491152217,-42.409126221531665,-47.91691612583918,-21.68799556551707,-40.14238227648609,-41.788108533466506,-50.838871778246066,-15.443957545362153,-29.648168562049303
2020-11-01,-19.15297506054854,-34.46772435509264,-18.02195070232011,-45.384169564497434,-34.042722684925174,-22.92620906616245,-36.25420127955291,-27.403296637189435,-42.710692332578446,-15.566298111503274,-23.93018127962303
2020-10-01,-20.614178373080694,-32.727053274655084,-19.086377643261287,-49.50918701233324,-34.61566123528612,-23.73596796977524,-35.260199631747255,-27.3251090717617,-44.620820214822984,-15.66203601367091,-23.319529209431778
2020-09-01,-22.86476453415164,-33.535137920247315,-22.28462782464269,-63.54412556425228,-38.038829218468216,-27.80897926041208,-39.04443247569558,-30.593038440178322,-49.884921153401606,-19.55355627227975,-25.74795119419243
2020-08-01,-25.280216443045667,-36.82014324480626,-25.03754078951168,-47.761808672734006,-41.463288273927176,-33.07728995657303,-43.071474698269384,-36.68826366083844,-52.0773381294964,-22.17522153486039,-28.48798447773061
2020-07-01,-27.68949385586794,-41.624986697882306,-27.14368023046453,-46.76787261251598,-42.49000071565454,-29.695951312082524,-49.079354402892264,-37.1537965027579,-52.82136527042047,-23.084271922767496,-30.397778153579836
2020-06-01,-28.85841983058469,-56.58930373360243,-25.25302804048448,-50.43496101764464,-40.999513262604715,-28.54798611737871,-61.7693240716465,-37.975076041697434,-56.367811501597444,-22.122506172015743,-35.43046687133441
2020-05-01,-41.85692681361991,-65.98563231373966,-37.0193534278529,-64.94764613735676,-58.8148277407406,-46.799348044933765,-65.99909424847783,-63.57831735826136,-63.1263490788615,-34.72890391366532,-50.456215657613136
2020-04-01,-59.221948841743654,-76.51453826471273,-55.400745641826674,-68.30832476875642,-65.86054510188166,-63.28454714847669,-74.1060393023842,-71.68707949815763,-72.10193018896601,-57.45816153286442,-63.78213421061714
2020-03-01,-5.5603628750872325,-8.449687505936442,-2.0404041915047966,-5.7294838997847926,-5.568656122830207,-3.9511897884732528,-8.912685134309195,-5.40334057373979,-7.1731112191958495,-4.35049118448857,-4.915373381526889
2020-02-01,0.5307775985595953,0.41102862795185935,1.6119425491009087,-1.5166461159062838,-0.47745443951704436,0.3608989085590375,-0.19744446874316868,-0.4184858968741989,-1.4969785287014314,-0.643355269619883,0.0385233535699081
